2011100001,アフィニス,boba,2011-04-29,1,0,0,0,1,0,0,0,旭牧場,マイネルセレクト,フォーティナイナー,Mr.Prospector,RaiseaNative,GoldDigger,File,TomRolfe,Continue,ウメノアスコット,ラッキーソブリン,Nijinsky,Sovereign,ハギノトップレディ,サンシー,イツトー,アペイロン,エルコンドルパサー,Kingmambo,Mr.Prospector,Miesque,サドラーズギャル,Sadler'sWells,Glenveagh,カリーノ,サンデーサイレンス,Halo,WishingWell,ダンスロマンス,NorthernDancer,BlueTepee
2011100002,コウシュンヒメの2011,boba,2011-04-07,0,0,0,0,0,0,0,0,旭牧場,ハイアーゲーム,サンデーサイレンス,Halo,HailtoReason,Cosmah,WishingWell,Understanding,MountainFlower,ファンジカ,LawSociety,Alleged,BoldBikini,Florie,ゲイメセン,FigureLibre,コウシュンヒメ,モガンボ,Mr.Prospector,RaiseaNative,GoldDigger,LakevilleMiss,RainyLake,Hew,ヘイアンビガー,アンバーシャダイ,ノーザンテースト,クリアアンバー,オールノハナ,スノッブ,クリオールノイチ
2011100003,スパゲッティー,boba,2011-04-01,108,7,17,10,74,2140000,0,0,旭牧場,サイレントディール,サンデーサイレンス,Halo,HailtoReason,Cosmah,WishingWell,Understanding,MountainFlower,フェアリードール,Nureyev,NorthernDancer,Special,DreamDeal,SharpenUp,LikelyExchange,ローメリン,ウォーニング,KnownFact,InReality,Tamerett,SlightlyDangerous,Roberto,WhereYouLead,カーメリン,Caerleon,Nijinsky,Foreseer,Marwell,Habitat,LadySeymour
2011100004,ブラックミルキー,hinba,2011-05-07,29,0,1,2,26,280000,0,0,厚賀古川牧場,ブラックホーク,Nureyev,NorthernDancer,Nearctic,Natalma,Special,Forli,Thong,シルバーレーン,SilverHawk,Roberto,GrisVitesse,StraitLane,Chieftain,LevelSands,オーチャードグラス,ブライアンズタイム,Roberto,HailtoReason,Bramalea,Kelley'sDay,Graustark,GoldenTrail,ウインクアットデエンジャー,Danzig,NorthernDancer,PasdeNom,TiltMyHalo,Halo,Loudrangle
2011100005,ワットロンクン,boba,2011-05-28,46,15,9,6,16,31220000,1,0,厚賀古川牧場,クロフネ,フレンチデピュティ,DeputyMinister,ViceRegent,MintCopy,Mitterand,HoldYourPeace,LaredoLass,ブルーアヴェニュー,ClassicGoGo,PagoPago,ClassicPerfection,ElizaBlue,Icecapade,コレラ,コパノベンザイテン,アドマイヤベガ,サンデーサイレンス,Halo,WishingWell,ベガ,トニービン,アンティックヴァリュー,ノーブルプライド,Caerleon,Nijinsky,Foreseer,NobleChick,VaguelyNoble,Margarethen
2011100006,ヴァローダムーン,hinba,2011-03-29,110,6,8,15,81,9970000,0,0,厚賀古川牧場,ジャイアントレッカー,Giant'sCauseway,StormCat,StormBird,Terlingua,Mariah'sStorm,Rahy,イメンス,Homewrecker,Buckaroo,Buckpasser,SteppingHigh,Execution,TheAxe,HouseofCards,サンエムバラード,アグネスタキオン,サンデーサイレンス,Halo,WishingWell,アグネスフローラ,ロイヤルスキー,アグネスレディー,ストップザネバー,タイトスポット,HisMajesty,PremiumWin,ノーノーネヴアー,Nijinsky,Cavort
2011100007,スナイパーライフル,boba,2011-04-15,16,0,0,1,15,10000,0,0,厚賀古川牧場,マヤノトップガン,ブライアンズタイム,Roberto,HailtoReason,Bramalea,Kelley'sDay,Graustark,GoldenTrail,アルプミープリーズ,BlushingGroom,RedGod,RunawayBride,Swiss,VaguelyNoble,GalaHost,シービーフレイム,FittoFight,Chieftain,BoldRuler,Pocahontas,HastyQueen,OneCount,QueenHopeful,Flaminia,StardeNaskra,Naskra,CandleStar,RoundPearl,RoundTable,Choosy
2011100008,リュウノトップガン,boba,2011-04-28,11,0,0,0,11,460000,0,0,厚賀古川牧場,マヤノトップガン,ブライアンズタイム,Roberto,HailtoReason,Bramalea,Kelley'sDay,Graustark,GoldenTrail,アルプミープリーズ,BlushingGroom,RedGod,RunawayBride,Swiss,VaguelyNoble,GalaHost,ハッスルメール,ヴィクトリースピーチ,DeputyMinister,ViceRegent,MintCopy,Ida'sImage,Alydar,Bendara,レディフィールド,スリルショー,NorthernBaby,SplendidGirl,シービースマイル,ブレイヴェストローマン,ズイシヨウ
2011100009,バトルタイムの2011,boba,2011-02-22,0,0,0,0,0,0,0,0,厚賀古川牧場,タニノギムレット,ブライアンズタイム,Roberto,HailtoReason,Bramalea,Kelley'sDay,Graustark,GoldenTrail,タニノクリスタル,クリスタルパレス,Caro,Hermieres,タニノシーバード,Sea-Bird,Flaxen,バトルタイム,アンシェントタイム,Nijinsky,NorthernDancer,FlamingPage,NellieForbes,Secretariat,ComelyNell,スマルダンサー,リィフォー,Lyphard,Klaizia,オカシロ,タマナー,シラヨシ
2011100010,リキアイワンダーの2011,boba,2011-03-06,0,0,0,0,0,0,0,0,厚賀古川牧場,ブラックホーク,Nureyev,NorthernDancer,Nearctic,Natalma,Special,Forli,Thong,シルバーレーン,SilverHawk,Roberto,GrisVitesse,StraitLane,Chieftain,LevelSands,リキアイワンダー,クリスタルグリッターズ,BlushingGroom,RedGod,RunawayBride,TalestoTell,DonutKing,FleetingDoll,リキアイノーザン,ノーザンディクテイター,NorthernDancer,Dictates,サミースパータン,サミーデイヴィス,チトセワンダー
